"","SCL","BM","ind","sex","year","res","season","loc","BCI","log_BCI","loc_sex_cohort","year_recode"
"5707",167,945,"905","m",2023,5.775436044,"sp","p",5.658682635,1.73336781908825,"p_m",16
"5708",165,861,"905","m",2017,2.361608396,"sp","p",5.218181818,1.65234064976283,"p_m",10
"5709",164,813,"905","m",2011,1.547149353,"sum","p",4.957317073,1.60106638336325,"p_m",4
"5710",165.4,867,"905","m",2010,1.22029843,"sum","p",5.241837969,1.65686294885956,"p_m",3
"5711",168,949,"905","m",2022,-0.008919473,"sp","p",5.648809524,1.7316218320237,"p_m",15
"5712",166,911,"905","m",2019,-1.107987141,"sp","p",5.487951807,1.70273730960573,"p_m",12
"5713",166,940,"905","m",2020,-2.379252526,"sum","p",5.662650602,1.73406866698867,"p_m",13
"5714",160.53,843,"905","m",2009,-2.4838,"sp","p",5.251354887,1.65867652593986,"p_m",2
"5715",167,956,"905","m",2017,-2.785888889,"sum","p",5.724550898,1.7449387715357,"p_m",10
"5716",186.2,1160,"906","f",2011,5.333794958,"sum","b",6.229860365,1.82951442358542,"b_f",4
"5717",188,1273,"906","f",2017,2.268407363,"sp","b",6.771276596,1.91283730750058,"b_f",10
"5718",188,1363,"906","f",2013,0.826633788,"sp","b",7.25,1.98113939038946,"b_f",6
"5719",184.4,1221,"906","f",2010,0.466155236,"sp","b",6.621475054,1.89046917530158,"b_f",3
"5720",189,1332,"906","f",2015,-0.055148139,"sum","b",7.047619048,1.95283171792093,"b_f",8
"5721",189,1400,"906","f",2016,-1.056120157,"sp","b",7.407407407,2.00261549137704,"b_f",9
"5722",187,1383,"906","f",2016,-2.076978741,"sp","b",7.395721925,2.00103691895601,"b_f",9
"5723",188.94,1370,"906","f",2009,-3.902,"sp","b",7.250979147,1.98127441740584,"b_f",2
"5724",178,1210,"907","f",2020,0.671531683,"sum","b",6.797752809,1.91673918491913,"b_f",13
"5725",170,1081,"907","f",2016,-1.68281946,"sp","b",6.358823529,1.8500006299545,"b_f",9
"5726",175,1205,"907","f",2018,-2.989934437,"sum","b",6.885714286,1.9295940897139,"b_f",11
"5727",178,1230,"907","f",2023,-4.768805936,"sum","b",6.91011236,1.93313060311629,"b_f",16
"5728",176.56,1071,"908","m",2010,1.399365583,"sp","p",6.065926597,1.80285215015613,"p_m",3
"5729",175,1116,"908","m",2016,1.301301153,"sp","p",6.377142857,1.85287696673778,"p_m",9
"5730",176,1064,"908","m",2020,1.222732936,"sum","p",6.045454545,1.79947207464279,"p_m",13
"5731",175.2,1066,"908","m",2010,0.315790961,"sp","p",6.084474886,1.80590476546503,"p_m",3
"5732",173,1011,"908","m",2011,0.001795272,"sum","p",5.843930636,1.76557472761666,"p_m",4
"5733",176,1110,"908","m",2021,-0.093991788,"sum","p",6.306818182,1.84178984528653,"p_m",14
"5734",175.3,1066,"908","m",2009,-0.3356,"sp","p",6.081003993,1.80533424578242,"p_m",2
"5735",177.5,1123,"908","m",2015,-0.428641904,"sum","p",6.326760563,1.84494639204405,"p_m",8
"5736",174.08,1058,"908","m",2009,-1.1028,"sp","p",6.077665441,1.80478517204893,"p_m",2
"5737",176,1138,"908","m",2018,-1.866991875,"sp","p",6.465909091,1.86669826499747,"p_m",11
"5738",180,1169,"909","m",2016,3.248683796,"sp","b",6.494444444,1.87110107641884,"b_m",9
"5739",172.6,1006,"909","m",2012,1.537945407,"sp","b",5.828505214,1.76293212780714,"b_m",5
"5740",182,1215,"909","m",2018,0.212272104,"sum","b",6.675824176,1.89864245174483,"b_m",11
"5741",182,1183,"909","m",2021,0.160241493,"sp","b",6.5,1.87195601122233,"b_m",14
"5742",180.2,1167,"909","m",2015,-0.115861114,"sum","b",6.476137625,1.86827868823812,"b_m",8
"5743",165.2,894,"909","m",2010,-0.175176043,"sp","b",5.411622276,1.6887336844822,"b_m",3
"5744",171.5,996,"909","m",2011,-0.699314268,"sum","b",5.807580175,1.75933616492339,"b_m",4
"5745",182,1235,"909","m",2020,-1.600335501,"sum","b",6.785714286,1.91496691959078,"b_m",13
"5746",166,947,"909","m",2010,-2.305285048,"sp","b",5.704819277,1.74148657983967,"b_m",3
"5747",156.64,791,"909","m",2009,-3.4306,"sp","b",5.04979571,1.61954579721163,"b_m",2
"5748",169,1058,"909","m",2011,-6.501394839,"sum","b",6.26035503,1.83439662015471,"b_m",4
"5749",198.18,1497,"910","f",2009,-1.8502,"sp","p",7.553739025,2.02217505177929,"p_f",2
"5750",164,930,"911","m",2016,1.01426018,"sp","b",5.670731707,1.73549448680643,"b_m",9
"5751",165,907,"911","m",2017,-2.102942755,"sum","b",5.496969697,1.70437887808727,"b_m",10
"5752",163.4,868,"911","m",2011,-2.40626287,"sp","b",5.312117503,1.67017876335449,"b_m",4
"5753",165,1014,"911","m",2016,-2.823850348,"sp","b",6.145454545,1.81587541883232,"b_m",9
"5754",164,911,"911","m",2009,-2.8626,"sp","b",5.554878049,1.71485647522716,"b_m",2
"5755",161,916,"911","m",2012,-5.006322417,"sp","b",5.689440994,1.7387877484742,"b_m",5
"5756",162,930,"911","m",2011,-6.68419624,"sum","b",5.740740741,1.74776242933852,"b_m",4
"5757",161,927,"911","m",2020,-6.708492937,"sum","b",5.757763975,1.75072286400696,"b_m",13
"5758",163,964,"911","m",2019,-7.089617814,"sp","b",5.914110429,1.77751016657138,"b_m",12
"5759",161.5,948,"911","m",2011,-8.142864793,"sum","b",5.86996904,1.77001970369053,"b_m",4
"5760",161,878,"913","m",2023,4.390070351,"sp","b",5.453416149,1.69642558312607,"b_m",16
"5761",161,858,"913","m",2016,2.161212061,"sp","b",5.329192547,1.67338736266597,"b_m",9
"5762",161,849,"913","m",2018,-0.625880232,"sum","b",5.273291925,1.66284443812469,"b_m",11
"5763",162,826,"913","m",2017,-0.667868533,"sum","b",5.098765432,1.62919454494705,"b_m",10
"5764",161,833,"913","m",2019,-0.978507668,"sum","b",5.173913043,1.64382253572523,"b_m",12
"5765",163,856,"913","m",2020,-1.045113645,"sum","b",5.251533742,1.65871057770496,"b_m",13
"5766",157.4,791,"913","m",2012,-1.584472173,"sp","b",5.025412961,1.61470660068835,"b_m",5
"5767",156.28,776,"913","m",2010,-2.571537127,"sp","b",4.965446634,1.60270462142275,"b_m",3
"5768",161,863,"913","m",2020,-3.406291885,"sum","b",5.360248447,1.67919686717766,"b_m",13
"5769",154.3,750,"913","m",2009,-3.45,"sp","b",4.86066105,1.58138015935437,"b_m",2
"5770",161,865,"913","m",2019,-3.520156746,"sp","b",5.372670807,1.68151125171116,"b_m",12
"5771",159.3,866,"913","m",2013,-3.523271792,"sp","b",5.436283741,1.69327962385377,"b_m",6
"5772",157.7,796,"913","m",2011,-4.077959193,"sp","b",5.047558656,1.61910278789529,"b_m",4
"5773",157.5,837,"913","m",2011,-6.231075384,"sum","b",5.314285714,1.67058676651091,"b_m",4
"5774",155,710,"916","m",2016,4.68550204,"sp","b",4.580645161,1.52205813908577,"b_m",9
"5775",162,752,"916","m",2020,3.320963065,"sum","b",4.641975309,1.53535539112573,"b_m",13
"5776",152,700,"916","m",2016,2.261467579,"sp","b",4.605263158,1.52741693350503,"b_m",9
"5777",156,732,"916","m",2018,0.819300579,"sum","b",4.692307692,1.54613759869459,"b_m",11
"5778",151.3,675,"916","m",2015,-2.322409947,"sum","b",4.461335096,1.49567219314566,"b_m",8
"5779",172,963,"920","m",2017,1.830833092,"sum","p",5.598837209,1.72273752749714,"p_m",10
"5780",169,958,"920","m",2017,1.242721843,"sp","p",5.668639053,1.73512545663044,"p_m",10
"5781",171,993,"920","m",2016,0.961063473,"sum","p",5.807017544,1.75923929817909,"p_m",9
"5782",162.2,837,"920","m",2011,-1.531075384,"sum","p",5.160295931,1.64118769737934,"p_m",4
"5783",152.98,697,"920","m",2009,-1.7702,"sp","p",4.556151131,1.51669767631377,"p_m",2
"5784",166,984,"920","m",2015,-4.387199399,"sum","p",5.927710843,1.7798067935916,"p_m",8
"5785",191.1,1257,"922","m",2009,4.6538,"sp","p",6.577708006,1.88383837438598,"p_m",2
"5786",187,1283,"922","m",2016,3.68267665,"sp","p",6.860962567,1.92599348930625,"p_m",9
"5787",187.4,1260,"922","m",2010,1.790486303,"sp","p",6.723585912,1.90577034916833,"p_m",3
"5788",186,1312,"922","m",2017,-0.438575474,"sp","p",7.053763441,1.95370305405516,"p_m",10
"5789",189.4,1193,"924","m",2009,6.5762,"sp","p",6.298838437,1.84052398814802,"p_m",2
"5790",188,1290,"924","m",2016,4.279500773,"sp","p",6.861702128,1.92610126039096,"p_m",9
"5791",188,1297,"924","m",2016,3.876324895,"sp","p",6.89893617,1.93151216083579,"p_m",9
"5792",189,1335,"924","m",2016,2.687655847,"sp","p",7.063492063,1.95508111871825,"p_m",9
"5793",186,1286,"924","m",2017,0.933497211,"sp","p",6.913978495,1.93368985520588,"p_m",10
"5794",171.9,989,"926","f",2009,0.6226,"sp","p",5.753344968,1.7499552160608,"p_f",2
"5795",186.7,879,"928","m",2009,21.6486,"sp","p",4.708087841,1.54949422494176,"p_m",2
"5796",184,921,"928","m",2019,16.32944103,"sp","p",5.005434783,1.61072404161528,"p_m",12
"5797",185,943,"928","m",2011,15.62343203,"sum","p",5.097297297,1.62890662065218,"p_m",4
"5798",183,1021,"928","m",2016,14.77297377,"sp","p",5.579234973,1.71923088536326,"p_m",9
"5799",182,953,"928","m",2017,14.50658197,"sp","p",5.236263736,1.65579917415917,"p_m",10
"5800",184,1000,"928","m",2018,14.05598043,"sum","p",5.434782609,1.69300350450322,"p_m",11
"5801",184,964,"928","m",2011,13.50498538,"sum","p",5.239130435,1.65634639019872,"p_m",4
"5802",184,995,"928","m",2022,13.49125496,"sp","p",5.407608696,1.68799188714058,"p_m",15
"5803",184,974,"928","m",2021,13.42392768,"sp","p",5.293478261,1.66666443992093,"p_m",14
"5804",184,1011,"928","m",2022,13.18431815,"sum","p",5.494565217,1.70394144280241,"p_m",15
"5805",183,968,"928","m",2020,13.17603451,"sum","p",5.289617486,1.66593496609027,"p_m",13
"5806",183.48,988,"928","m",2010,12.90802685,"sp","p",5.384783083,1.68376271934889,"p_m",3
"5807",186,1094,"928","m",2023,10.81591897,"sum","p",5.88172043,1.77201931308051,"p_m",16
"5808",186,1338,"930","f",2020,2.067002894,"sum","p",7.193548387,1.97332357075296,"p_f",13
"5809",184.5,1300,"930","f",2016,0.203535234,"sp","p",7.046070461,1.95261199301776,"p_f",9
"5810",171.8,999,"930","f",2009,-0.0434,"sp","p",5.814901048,1.76059572633132,"p_f",2
"5811",188,1380,"930","f",2022,-1.232386066,"sum","p",7.340425532,1.99353303793823,"p_f",15
"5812",188,1282,"930","f",2019,-1.241138823,"sp","p",6.819148936,1.91988130974009,"p_f",12
"5813",180,1229,"930","f",2012,-2.37773553,"sum","p",6.827777778,1.92114570852109,"p_f",5
"5814",176,1124,"930","f",2011,-4.493632835,"sp","p",6.386363636,1.85432160673051,"p_f",4
"5815",176.6,1170,"930","f",2010,-6.471840447,"sum","p",6.625141563,1.89102266842461,"p_f",3
"5816",163,894.5,"934","f",2009,-2.9287,"sp","b",5.487730061,1.70269691018394,"b_f",2
"5817",190,1450,"935","m",2016,-2.935947853,"sp","b",7.631578947,2.03242578910436,"b_m",9
"5818",192.5,1441,"935","m",2014,-4.062613416,"sum","b",7.485714286,2.01313002117405,"b_m",7
"5819",191,1479,"935","m",2019,-6.457065432,"sum","b",7.743455497,2.04697716758849,"b_m",12
"5820",189.24,1449,"935","m",2009,-8.0734,"sp","b",7.656943564,2.03574348347976,"b_m",2
"5821",189,1515,"935","m",2011,-10.84092421,"sum","b",8.015873016,2.08154844759397,"b_m",4
"5822",215.8,1705,"936","m",2011,5.839796621,"sum","p",7.900834106,2.06709489784323,"p_m",4
"5823",215.3,1726,"936","m",2011,4.221349976,"sum","p",8.016720855,2.08165419882255,"p_m",4
"5824",217,1760,"936","m",2021,4.063844705,"sp","p",8.110599078,2.09329502230398,"p_m",14
"5825",213,1762,"936","m",2017,2.814012683,"sp","p",8.272300469,2.11303351877975,"p_m",10
"5826",214,1733,"936","m",2017,1.670250988,"sum","p",8.098130841,2.09175675234071,"p_m",10
"5827",218.2,1830,"936","m",2010,1.077993236,"sp","p",8.3868011,2.12677840031218,"p_m",3
"5828",215.3,1782,"936","m",2012,0.646299093,"sp","p",8.276823038,2.1135800157122,"p_m",5
"5829",215,1770,"936","m",2019,-0.432906908,"sp","p",8.23255814,2.1082182590465,"p_m",12
"5830",212.2,1723.5,"936","m",2009,-0.6501,"sp","p",8.122054665,2.0947062737027,"p_m",2
"5831",215,1855,"936","m",2016,-1.262552186,"sp","p",8.627906977,2.15511784319225,"p_m",9
"5832",213,1888,"936","m",2023,-13.17381995,"sp","p",8.863849765,2.18209399240005,"p_m",16
"5833",181,1167,"938","m",2019,-0.509825861,"sp","p",6.447513812,1.86384968751348,"p_m",12
"5834",178,1205,"938","m",2014,-5.339264896,"sum","p",6.769662921,1.91259900251434,"p_m",7
"5835",176.6,1157,"938","m",2011,-5.37542624,"sp","p",6.551528879,1.87985106353116,"p_m",4
"5836",178,1244,"938","m",2020,-6.064707524,"sum","p",6.988764045,1.94444679959586,"p_m",13
"5837",178,1266,"938","m",2016,-6.609939339,"sum","p",7.112359551,1.9619746429063,"p_m",9
"5838",175,1221,"938","m",2017,-6.636321079,"sp","p",6.977142857,1.94278281503998,"p_m",10
"5839",176.5,1221,"938","m",2012,-6.639637012,"sp","p",6.917847025,1.93424914086338,"p_m",5
"5840",176,1238,"938","m",2022,-7.714345323,"sp","p",7.034090909,1.95091061287092,"p_m",15
"5841",177,1366,"938","m",2018,-13.35254628,"sp","p",7.717514124,2.04362187452731,"p_m",11
"5842",176,860,"940","f",2009,12.024,"sp","b",4.886363636,1.5866530243596,"b_f",2
"5843",173.6,877,"940","f",2009,9.8365,"sum","b",5.051843318,1.61995111811084,"b_f",2
"5844",168,1019,"941","m",2023,1.678675764,"sp","b",6.06547619,1.80277790766899,"b_m",16
"5845",166,1030,"941","m",2022,-5.811913936,"sum","b",6.204819277,1.82548744491252,"b_m",15
"5846",160,823,"942","m",2016,3.177091448,"sp","p",5.14375,1.63797677724052,"p_m",9
"5847",160,760,"942","m",2019,1.386847416,"sp","p",4.75,1.55835512220478,"p_m",12
"5848",159.9,807.5,"942","m",2009,-1.1045,"sp","p",5.05003127,1.61959243432005,"p_m",2
"5849",160,802,"942","m",2011,-1.866997642,"sum","p",5.0125,1.61213427398184,"p_m",4
"5850",159,836,"942","m",2018,-1.909749031,"sum","p",5.257861635,1.65991458412608,"p_m",11
"5851",162,866,"942","m",2015,-1.985111518,"sum","p",5.345679012,1.67647562274515,"p_m",8
"5852",159,842,"942","m",2017,-2.635723104,"sp","p",5.295597484,1.66706463024707,"p_m",10
"5853",159,844,"942","m",2023,-2.864254396,"sum","p",5.308176101,1.6694366633283,"p_m",16
"5854",159,841,"942","m",2022,-2.902026356,"sum","p",5.289308176,1.66587650050608,"p_m",15
"5855",176.5,1017,"944","m",2010,4.324759664,"sp","p",5.76203966,1.75146505426323,"p_m",3
"5856",173.3,1058,"944","m",2009,-1.8828,"sp","p",6.105020196,1.80927520187354,"p_m",2
"5857",172.9,979,"945","f",2010,1.674724954,"sum","p",5.662232504,1.7339948429726,"p_f",3
"5858",172.5,1036,"945","f",2009,-1.4376,"sp","p",6.005797101,1.79289167820417,"p_f",2
"5859",174.4,965.5,"946","m",2009,4.4527,"sp","p",5.536123853,1.71147520584062,"p_m",2
"5860",180,1171,"947","m",2016,3.133490688,"sp","p",6.505555556,1.87281021573661,"p_m",9
"5861",175.34,1037,"947","m",2009,1.3458,"sp","p",5.914223794,1.7775293317104,"p_m",2
"5862",180,1164,"947","m",2018,1.021709893,"sum","p",6.466666667,1.86681540467256,"p_m",11
"5863",180,1132,"947","m",2017,0.577406631,"sum","p",6.288888889,1.83894340585044,"p_m",10
"5864",179,1124,"947","m",2019,-0.090767014,"sp","p",6.279329609,1.83742246461235,"p_m",12
"5865",179,1154,"947","m",2022,-0.14944646,"sp","p",6.446927374,1.86375874180343,"p_m",15
"5866",165.9,881.5,"948","m",2009,0.7071,"sp","p",5.313441832,1.67042798878154,"p_m",2
"5867",157.3,633,"949","f",2010,8.10103855,"sp","p",4.024157661,1.39256408053817,"p_f",3
"5868",160.6,765,"949","f",2011,1.786564578,"sum","p",4.763387298,1.56116894499805,"p_f",4
"5869",157.5,729,"949","f",2010,1.78070061,"sum","p",4.628571429,1.53246429988295,"p_f",3
"5870",153.42,652,"949","f",2009,1.2168,"sp","p",4.249771868,1.44710058244614,"p_f",2
"5871",160,738,"949","f",2013,1.052988116,"sp","p",4.6125,1.52898678803647,"p_f",6
"5872",155.6,703,"949","f",2011,0.248011961,"sum","p",4.517994859,1.50828959278742,"p_f",4
"5873",188.2,1169.5,"950","m",2009,6.7063,"sp","p",6.2141339,1.82698726938063,"p_m",2
"5874",192,1363,"950","m",2016,4.074952337,"sp","p",7.098958333,1.9600889154385,"p_m",9
"5875",192,1300,"950","m",2021,3.854732959,"sp","p",6.770833333,1.91277185277488,"p_m",14
"5876",193,1438,"950","m",2022,-0.204687125,"sum","p",7.450777202,2.00845255454682,"p_m",15
"5877",190,1388,"950","m",2017,-0.449249474,"sp","p",7.305263158,1.98873194716049,"p_m",10
"5878",191,1345,"950","m",2019,-0.523604346,"sp","p",7.041884817,1.95201786137709,"p_m",12
"5879",182,1007,"952","m",2020,10.16375575,"sum","p",5.532967033,1.71090492417316,"p_m",13
"5880",186,1182,"952","m",2021,4.214134729,"sp","p",6.35483871,1.84937387232984,"p_m",14
"5881",185.7,1170,"952","m",2009,4.178,"sp","p",6.300484653,1.84078526484057,"p_m",2
"5882",184,1233,"952","m",2016,3.562504346,"sp","p",6.701086957,1.90241896401459,"p_m",9
"5883",185,1243,"952","m",2023,1.877302299,"sum","p",6.718918919,1.90507608883727,"p_m",16
"5884",182,1174,"952","m",2022,1.763672858,"sp","p",6.450549451,1.86432032691953,"p_m",15
"5885",151.8,813,"954","m",2009,-9.5158,"sp","p",5.355731225,1.67835394296886,"p_m",2
"5886",156.6,773.5,"956","f",2009,-2.4801,"sp","p",4.939335888,1.59743332241064,"p_f",2
"5887",164.7,919,"956","f",2010,-2.803840888,"sum","p",5.579842137,1.71933968561517,"p_f",3
"5888",166.5,966,"956","f",2011,-3.53522452,"sum","p",5.801801802,1.7583408702223,"p_f",4
"5889",178,1011,"957","m",2022,6.621750414,"sp","p",5.679775281,1.73708771655252,"p_m",15
"5890",169.78,865,"957","m",2009,5.521,"sp","p",5.094828602,1.62842228387378,"p_m",2
"5891",171,865,"957","m",2011,5.361583117,"sp","p",5.058479532,1.62126361872046,"p_m",4
"5892",172,995,"957","m",2016,5.270484176,"sp","p",5.784883721,1.75542110973949,"p_m",9
"5893",173,979,"957","m",2018,3.840039485,"sp","p",5.658959538,1.73341674342629,"p_m",11
"5894",173,963,"957","m",2021,3.016753267,"sp","p",5.566473988,1.71694144802352,"p_m",14
"5895",172,950,"957","m",2019,2.697982741,"sp","p",5.523255814,1.70914854403308,"p_m",12
"5896",171,930,"957","m",2017,2.637715182,"sum","p",5.438596491,1.69370488366826,"p_m",10
"5897",173,1018,"957","m",2021,1.995707563,"sum","p",5.884393064,1.77247352930596,"p_m",14
"5898",170.1,964,"957","m",2010,0.854868668,"sp","p",5.667254556,1.73488123189971,"p_m",3
"5899",172,982,"957","m",2011,0.546316829,"sum","p",5.709302326,1.74227196902636,"p_m",4
"5900",194.4,1375,"958","f",2009,1.275,"sp","p",7.073045267,1.95643248982982,"p_f",2
"5901",167,849,"959","m",2019,3.379958174,"sp","p",5.083832335,1.62626205648888,"p_m",12
"5902",167.12,884,"959","m",2009,1.7856,"sp","p",5.289612255,1.66593397735832,"p_m",2
"5903",168,895,"959","m",2021,1.68149327,"sp","p",5.327380952,1.67304743068209,"p_m",14
"5904",168,936,"959","m",2018,1.194771236,"sp","p",5.571428571,1.71783096807101,"p_m",11
"5905",167.8,917,"959","m",2010,1.153267219,"sp","p",5.464839094,1.69851764945824,"p_m",3
"5906",167.8,885,"959","m",2011,1.042609873,"sp","p",5.274135876,1.6630044375138,"p_m",4
"5907",167.66,934,"959","m",2010,0.073420935,"sp","p",5.570798044,1.7177178104653,"p_m",3
"5908",164.5,928,"959","m",2011,-4.077677512,"sum","p",5.641337386,1.73029840979936,"p_m",4
"5909",175,1122,"961","m",2017,-1.411890473,"sp","p",6.411428571,1.85823807140951,"p_m",10
"5910",174.74,1085,"961","m",2009,-1.971,"sp","p",6.209225134,1.8261971487504,"p_m",2
"5911",176.6,1177,"961","m",2015,-4.258410934,"sum","p",6.664779162,1.89698685032387,"p_m",8
"5912",176.4,1160,"961","m",2012,-4.639846369,"sum","p",6.575963719,1.88357319795916,"p_m",5
"5913",178.4,1046,"962","m",2011,2.634875262,"sp","p",5.8632287,1.76887096450597,"p_m",4
"5914",174.92,1025,"962","m",2009,1.605,"sp","p",5.859821633,1.76828980416992,"p_m",2
"5915",176.4,1060,"962","m",2011,0.792086433,"sum","p",6.009070295,1.79343644481815,"p_m",4
"5916",177,1176,"962","m",2016,-0.154492082,"sp","p",6.644067797,1.89387489482197,"p_m",9
"5917",177,1147,"962","m",2022,-1.769038221,"sp","p",6.480225989,1.86890968830224,"p_m",15
"5918",175.1,1108,"962","m",2010,-2.106182212,"sp","p",6.327812678,1.8451126479464,"p_m",3
"5919",175,1138,"962","m",2017,-2.256242894,"sp","p",6.502857143,1.87239540752089,"p_m",10
"5920",176,1111,"962","m",2019,-2.359423641,"sp","p",6.3125,1.8426901978966,"p_m",12
"5921",179,1214,"962","m",2023,-2.577597812,"sum","p",6.782122905,1.9144376013634,"p_m",16
"5922",178,1198,"962","m",2018,-2.851248633,"sum","p",6.730337079,1.90677379836628,"p_m",11
"5923",177,1209,"962","m",2020,-5.258816323,"sum","p",6.830508475,1.92154550937238,"p_m",13
"5924",172,1023,"963","m",2016,0.359854373,"sum","p",5.947674419,1.7831684080142,"p_m",9
"5925",170.88,977,"963","m",2009,0.2818,"sp","p",5.717462547,1.7436999837729,"p_m",2
"5926",173,1050,"963","m",2021,0.225377354,"sum","p",6.069364162,1.80341859701156,"p_m",14
"5927",171,997,"963","m",2019,-0.946104836,"sp","p",5.830409357,1.76325871334301,"p_m",12
"5928",168.7,960,"963","m",2011,-1.581977162,"sum","p",5.690574985,1.7389870086063,"p_m",4
"5929",172,1060,"963","m",2013,-1.632027694,"sp","p",6.162790698,1.81869196133302,"p_m",6
