"","SCL","BM","ind","sex","year","res","season","loc","BCI","log_BCI","loc_sex_cohort","year_recode"
"5432",175,1236,"864","m",2017,-7.427901473,"sp","p",7.062857143,1.95499123985255,"p_m",10
"5433",177,1232,"864","m",2021,-7.480527038,"sp","p",6.960451977,1.9403880699738,"p_m",14
"5434",178.3,1260,"864","m",2014,-8.120977475,"sum","p",7.066741447,1.95554097300171,"p_m",7
"5435",175.1,1250,"864","m",2010,-9.956662941,"sp","p",7.138777841,1.96568166116154,"p_m",3
"5436",172,940,"865","m",2020,3.620747474,"sum","p",5.465116279,1.69856836042267,"p_m",13
"5437",162,818,"865","m",2017,1.630805528,"sp","p",5.049382716,1.61946402576224,"p_m",10
"5438",171,983,"865","m",2019,-0.158504281,"sp","p",5.748538012,1.74911950584224,"p_m",12
"5439",171,988,"865","m",2021,-0.330577616,"sp","p",5.777777778,1.75419220323066,"p_m",14
"5440",154.46,742,"865","m",2010,-2.511844558,"sp","p",4.803832707,1.56962222537494,"p_m",3
"5441",170,1045,"865","m",2020,-3.796926127,"sum","p",6.147058824,1.81613639362017,"p_m",13
"5442",163,970,"865","m",2016,-5.811342884,"sum","p",5.950920245,1.78371389774343,"p_m",9
"5443",164.72,843,"866","m",2009,1.7062,"sp","p",5.117775619,1.63291527353956,"p_m",2
"5444",180.3,1099,"867","m",2011,2.614971235,"sum","p",6.095396561,1.80769786892599,"p_m",4
"5445",179.62,1105,"867","m",2010,2.579673015,"sp","p",6.151876183,1.81691964452647,"p_m",3
"5446",185,1222,"867","m",2022,2.155159222,"sp","p",6.605405405,1.88803969429539,"p_m",15
"5447",179.54,1117,"867","m",2009,1.0178,"sp","p",6.221454829,1.82816449593234,"p_m",2
"5448",182.5,1210,"867","m",2016,0.878984314,"sum","p",6.630136986,1.89177628059591,"p_m",9
"5449",180,1160,"867","m",2012,0.287025907,"sp","p",6.444444444,1.86337359351704,"p_m",5
"5450",183,1240,"867","m",2022,0.177099864,"sum","p",6.775956284,1.91352807549129,"p_m",15
"5451",181.7,1215,"867","m",2013,-0.567889369,"sp","p",6.68684645,1.90029191648774,"p_m",6
"5452",180,1213,"867","m",2017,-1.214144868,"sp","p",6.738888889,1.90804343947676,"p_m",10
"5453",182,1249,"867","m",2021,-1.783863634,"sum","p",6.862637363,1.92623752905925,"p_m",14
"5454",180,1190,"867","m",2011,-2.531630893,"sum","p",6.611111111,1.88890298426405,"p_m",4
"5455",183,1300,"867","m",2023,-3.159618173,"sum","p",7.103825137,1.96077414998653,"p_m",16
"5456",178.1,1216,"867","m",2009,-5.168,"sum","p",6.82762493,1.92112332534864,"p_m",2
"5457",186.9,1114,"869","m",2011,8.416080774,"sum","p",5.960406635,1.78530646581456,"p_m",4
"5458",186,1185,"869","m",2017,6.263471869,"sp","p",6.370967742,1.85190832957422,"p_m",10
"5459",185,1120,"869","m",2019,6.134261716,"sp","p",6.054054054,1.80089330413284,"p_m",12
"5460",183.12,1090,"869","m",2009,6.126,"sp","p",5.952380952,1.78395928540447,"p_m",2
"5461",185,1161,"869","m",2016,5.994292512,"sum","p",6.275675676,1.83684048936901,"p_m",9
"5462",186,1202,"869","m",2018,4.928403305,"sum","p",6.462365591,1.86615017144558,"p_m",11
"5463",184.4,1150,"869","m",2012,3.89685436,"sum","p",6.236442516,1.83057024516343,"p_m",5
"5464",187.5,1224,"869","m",2014,3.096143486,"sum","p",6.528,1.8762537922045,"p_m",7
"5465",186,1225,"869","m",2015,2.537349927,"sum","p",6.586021505,1.88510127441716,"p_m",8
"5466",183.2,1196,"869","m",2009,0.992,"sum","p",6.528384279,1.87631264772474,"p_m",2
"5467",182.1,1208,"869","m",2010,-0.634689768,"sp","p",6.633717738,1.89231612550775,"p_m",3
"5468",180.8,1196,"869","m",2011,-3.357424065,"sp","p",6.615044248,1.88949764572805,"p_m",4
"5469",179,913,"870","m",2019,11.77949849,"sp","p",5.100558659,1.62954611244995,"p_m",12
"5470",171.48,892,"870","m",2010,6.215394108,"sp","p",5.201772801,1.64919171443181,"p_m",3
"5471",169.94,866,"870","m",2009,5.6244,"sp","p",5.095916206,1.62863569135618,"p_m",2
"5472",176,980,"870","m",2021,5.100568266,"sp","p",5.568181818,1.71724815230587,"p_m",14
"5473",175,1014,"870","m",2017,4.287488369,"sp","p",5.794285714,1.75704477911387,"p_m",10
"5474",172,965,"870","m",2016,3.4555253,"sum","p",5.610465116,1.7248118469352,"p_m",9
"5475",184,1087,"871","m",2019,6.990748739,"sp","p",5.907608696,1.77641038847507,"p_m",12
"5476",185,1106,"871","m",2011,6.942155687,"sum","p",5.978378378,1.78831661239212,"p_m",4
"5477",184.28,1151,"871","m",2010,4.696559539,"sp","p",6.245930106,1.83209016003841,"p_m",3
"5478",185.2,1180,"871","m",2012,4.363529868,"sp","p",6.371490281,1.85199033211985,"p_m",5
"5479",185,1200,"871","m",2018,3.737813507,"sp","p",6.486486486,1.86987516540699,"p_m",11
"5480",184.8,1165,"871","m",2009,3.561,"sp","p",6.304112554,1.84136082080394,"p_m",2
"5481",184,1165,"871","m",2021,3.13031973,"sp","p",6.331521739,1.84569853581319,"p_m",14
"5482",186.3,1243,"871","m",2015,1.860760251,"sum","p",6.672034353,1.89807468196756,"p_m",8
"5483",184.7,1248,"871","m",2013,0.593507822,"sp","p",6.756903086,1.91071264755595,"p_m",6
"5484",182.28,1130,"872","m",2009,3.022,"sp","p",6.199253895,1.82459024201904,"p_m",2
"5485",184.1,1250,"872","m",2010,-0.956662941,"sp","p",6.789788159,1.91556701127019,"p_m",3
"5486",184.5,1120,"873","m",2011,5.69652459,"sum","p",6.070460705,1.80359921944929,"p_m",4
"5487",188.3,1179,"873","m",2011,5.093703192,"sp","p",6.261285183,1.83454516370688,"p_m",4
"5488",187,1207,"873","m",2012,4.646810215,"sp","p",6.454545455,1.86493952189047,"p_m",5
"5489",191,1260,"873","m",2019,4.258256167,"sp","p",6.596858639,1.88674514775117,"p_m",12
"5490",188,1282,"873","m",2021,0.824811195,"sp","p",6.819148936,1.91988130974009,"p_m",14
"5491",183.65,1248,"873","m",2009,-2.2868,"sp","p",6.795534985,1.91641292128231,"p_m",2
"5492",194.4,1363,"874","m",2011,2.654499126,"sum","p",7.011316872,1.94766815599802,"p_m",4
"5493",195,1426,"874","m",2017,2.545413526,"sp","p",7.312820513,1.98976577922919,"p_m",10
"5494",194.7,1353,"874","m",2011,1.758635973,"sp","p",6.949152542,1.93876360782504,"p_m",4
"5495",195.1,1416,"874","m",2009,1.232,"sum","p",7.257816504,1.98221679957019,"p_m",2
"5496",195.5,1442,"874","m",2013,0.58475192,"sp","p",7.375959079,1.99836150478091,"p_m",6
"5497",192.9,1372,"874","m",2009,-0.0552,"sp","p",7.11249352,1.96199347616469,"p_m",2
"5498",193.7,1408,"874","m",2010,-0.091704879,"sp","p",7.268972638,1.98375252785196,"p_m",3
"5499",196,1472,"874","m",2021,-0.120852278,"sum","p",7.510204082,2.01639578341716,"p_m",14
"5500",195,1443,"874","m",2021,-0.851999694,"sp","p",7.4,2.00161512621533,"p_m",14
"5501",195,1446,"874","m",2017,-1.615350227,"sum","p",7.415384615,2.0036916897828,"p_m",10
"5502",195,1487,"874","m",2018,-1.978651903,"sp","p",7.625641026,2.03164751586231,"p_m",11
"5503",192,1483,"874","m",2016,-2.836634132,"sp","p",7.723958333,2.04445642898285,"p_m",9
"5504",194,1468,"874","m",2023,-3.246261608,"sp","p",7.567010309,2.02393019393152,"p_m",16
"5505",196,1555,"874","m",2023,-3.745841338,"sum","p",7.933673469,2.07124220240702,"p_m",16
"5506",188.7,1464,"874","m",2011,-8.424696643,"sum","p",7.758346582,2.04889812729931,"p_m",4
"5507",197.4,1322,"875","m",2011,7.838133052,"sum","p",6.697061803,1.90181820141215,"p_m",4
"5508",195.9,1307,"875","m",2011,5.532274433,"sp","p",6.671771312,1.89803526269133,"p_m",4
"5509",196.8,1380,"875","m",2011,4.149089937,"sum","p",7.012195122,1.94779339206805,"p_m",4
"5510",201,1457,"875","m",2017,3.782355743,"sum","p",7.248756219,1.98096784333573,"p_m",10
"5511",197,1440,"875","m",2016,3.103047879,"sum","p",7.30964467,1.98933146002364,"p_m",9
"5512",196,1407,"875","m",2022,3.101512917,"sp","p",7.178571429,1.97123969172432,"p_m",15
"5513",197,1403,"875","m",2019,2.213479069,"sp","p",7.121827411,1.96330475488377,"p_m",12
"5514",196.42,1400,"875","m",2009,1.88,"sp","p",7.127583749,1.9641125820173,"p_m",2
"5515",198,1472,"875","m",2018,1.84276615,"sp","p",7.434343434,2.00624477037189,"p_m",11
"5516",196.48,1431,"875","m",2010,1.416738383,"sp","p",7.283184039,1.98570542774607,"p_m",3
"5517",197,1488,"875","m",2022,1.173649494,"sum","p",7.553299492,2.02211687031399,"p_m",15
"5518",197,1455,"875","m",2021,0.501281482,"sp","p",7.385786802,1.99969283688738,"p_m",14
"5519",195,1457,"875","m",2020,-0.0548454,"sum","p",7.471794872,2.01126907535423,"p_m",13
"5520",197.9,1487,"875","m",2010,-0.259225848,"sp","p",7.513895907,2.01688717174507,"p_m",3
"5521",197,1526,"875","m",2023,-1.200741449,"sum","p",7.746192893,2.04733057039749,"p_m",16
"5522",188,1433,"876","m",2012,-7.048695026,"sp","p",7.622340426,2.0312146497553,"p_m",5
"5523",191,1505,"876","m",2009,-7.585,"sum","p",7.879581152,2.06440165140418,"p_m",2
"5524",189.7,1473,"876","m",2010,-7.68523479,"sp","p",7.764891935,2.04974131606973,"p_m",3
"5525",188.16,1427,"876","m",2009,-7.9082,"sp","p",7.583971088,2.02616880105955,"p_m",2
"5526",188.24,1454,"876","m",2010,-8.094818355,"sp","p",7.724181895,2.04448536878492,"p_m",3
"5527",185.9,1422,"876","m",2012,-9.201405469,"sum","p",7.649273803,2.03474143843978,"p_m",5
"5528",186,1505,"876","m",2016,-10.10375832,"sp","p",8.091397849,2.09092508381613,"p_m",9
"5529",189.5,1523,"876","m",2011,-10.76699912,"sum","p",8.036939314,2.08417274611048,"p_m",4
"5530",194.2,1310,"877","m",2011,5.277245421,"sum","p",6.745623069,1.90904209362553,"p_m",4
"5531",198,1502,"877","m",2020,0.623294485,"sum","p",7.585858586,2.02641761719449,"p_m",13
"5532",192,1361,"877","m",2011,0.361017854,"sum","p",7.088541667,1.95862069346151,"p_m",4
"5533",196,1438,"877","m",2019,-0.755522318,"sp","p",7.336734694,1.99303017019635,"p_m",12
"5534",196.5,1507,"877","m",2009,-2.191,"sum","p",7.669211196,2.03734415033254,"p_m",2
"5535",196,1500,"877","m",2021,-2.923914108,"sp","p",7.653061224,2.03523638592631,"p_m",14
"5536",195.7,1500,"877","m",2012,-3.587671156,"sum","p",7.664793051,2.0367679708987,"p_m",5
"5537",194,1527,"877","m",2017,-3.784561132,"sp","p",7.871134021,2.06332918463043,"p_m",10
"5538",199,1563,"877","m",2017,-4.021568547,"sum","p",7.854271357,2.06118481687792,"p_m",10
"5539",197,1589,"877","m",2023,-4.55733776,"sum","p",8.065989848,2.08778040749365,"p_m",16
"5540",193,1478,"877","m",2011,-4.87032774,"sum","p",7.658031088,2.03588548593476,"p_m",4
"5541",197,1537,"877","m",2014,-4.941602644,"sum","p",7.802030457,2.05451217836935,"p_m",7
"5542",196,1621,"877","m",2016,-6.784958571,"sp","p",8.270408163,2.11280476818035,"p_m",9
"5543",195.5,1527,"877","m",2011,-7.176431246,"sp","p",7.810741688,2.05562794641551,"p_m",4
"5544",196.9,1616,"877","m",2010,-8.391000595,"sp","p",8.207211783,2.10513509011796,"p_m",3
"5545",195,1632,"877","m",2016,-8.418520664,"sp","p",8.369230769,2.12468145508905,"p_m",9
"5546",196,1643,"877","m",2018,-9.36497052,"sum","p",8.382653061,2.12628374563945,"p_m",11
"5547",195.08,1577,"877","m",2009,-9.4782,"sp","p",8.083863031,2.08999355176003,"p_m",2
"5548",194,1610,"877","m",2022,-9.930326003,"sp","p",8.298969072,2.11625178853055,"p_m",15
"5549",194,1632,"877","m",2020,-10.0843014,"sum","p",8.412371134,2.12982224194251,"p_m",13
"5550",189.36,1199,"878","f",2009,6.1966,"sp","p",6.331854668,1.84575110890527,"p_f",2
"5551",193.5,1260,"878","f",2011,4.480636081,"sp","p",6.511627907,1.87374304711694,"p_f",4
"5552",192,1305,"878","f",2011,3.038474465,"sum","p",6.796875,1.91661006334376,"p_f",4
"5553",193,1345,"878","f",2019,-0.929929951,"sp","p",6.968911917,1.94160258724638,"p_f",12
"5554",190,1365,"878","f",2017,-1.031003123,"sp","p",7.184210526,1.97202481986721,"p_f",10
"5555",172.52,1048,"879","m",2009,-2.0968,"sp","p",6.074658011,1.80429029792891,"p_m",2
"5556",176.5,1209,"879","m",2011,-7.04355881,"sum","p",6.849858357,1.92437395201503,"p_m",4
"5557",180.14,1130,"880","m",2009,0.882,"sp","p",6.272898856,1.8363979885037,"p_m",2
"5558",185,1259,"880","m",2018,0.506902499,"sp","p",6.805405405,1.91786414012901,"p_m",11
"5559",181,1175,"880","m",2019,-0.959883321,"sp","p",6.491712707,1.87068042597421,"p_m",12
"5560",179,1215,"880","m",2017,-2.319688921,"sp","p",6.787709497,1.91526086415505,"p_m",10
"5561",174,963,"881","m",2020,4.434018971,"sum","p",5.534482759,1.71117878168874,"p_m",13
"5562",178,1117,"881","m",2020,0.488097689,"sum","p",6.275280899,1.83677759151738,"p_m",13
"5563",172.34,1009,"881","m",2009,-0.0694,"sp","p",5.854705814,1.76741653871678,"p_m",2
"5564",172.4,1004,"881","m",2011,-0.22538918,"sum","p",5.823665893,1.76210164038187,"p_m",4
"5565",171.2,1065,"881","m",2009,-4.065,"sum","p",6.220794393,1.82805835276711,"p_m",2
"5566",172.5,1109,"881","m",2012,-4.348059194,"sp","p",6.428985507,1.8609722842812,"p_m",5
"5567",175,1131,"881","m",2019,-4.484567291,"sp","p",6.462857143,1.86622622057235,"p_m",12
"5568",174,1204,"881","m",2016,-4.767195591,"sp","p",6.91954023,1.93449383450151,"p_m",9
"5569",174,1189,"881","m",2017,-5.947616236,"sp","p",6.833333333,1.92195892818403,"p_m",10
"5570",166.8,1103,"881","m",2010,-10.12975683,"sp","p",6.612709832,1.88914474181009,"p_m",3
"5571",179,1083,"882","m",2020,3.242391998,"sum","p",6.05027933,1.80026970919247,"p_m",13
"5572",180,1121,"882","m",2016,3.129237978,"sum","p",6.227777778,1.82918013024632,"p_m",9
"5573",179,1112,"882","m",2023,2.856891454,"sum","p",6.212290503,1.82669062727159,"p_m",16
"5574",177.58,1058,"882","m",2009,2.3972,"sp","p",5.957878139,1.78488223164804,"p_m",2
"5575",179,1123,"882","m",2013,1.857912399,"sp","p",6.273743017,1.8365325307131,"p_m",6
"5576",179,1096,"882","m",2019,1.484434096,"sp","p",6.122905028,1.81219996951059,"p_m",12
"5577",180.7,1148,"882","m",2014,0.554509959,"sum","p",6.353071389,1.84909577106907,"p_m",7
"5578",177,1146,"882","m",2017,-0.678419105,"sp","p",6.474576271,1.86803760300763,"p_m",10
"5579",178,1159,"882","m",2022,-1.42116663,"sp","p",6.511235955,1.87368286191973,"p_m",15
"5580",178,1149,"882","m",2009,-1.717,"sum","p",6.45505618,1.86501863291244,"p_m",2
"5581",177,1144,"882","m",2010,-2.196444932,"sp","p",6.463276836,1.86629114765321,"p_m",3
"5582",187.26,1340,"883","m",2009,-3.884,"sp","p",7.155826124,1.96806660392453,"p_m",2
"5583",162.86,803,"884","m",2009,2.1102,"sp","p",4.930615252,1.59566657171573,"p_m",2
"5584",161.2,804,"884","m",2009,-0.232,"sum","p",4.987593052,1.60715391650005,"p_m",2
"5585",171.8,959,"885","m",2010,2.831294046,"sp","p",5.582072177,1.71973919424036,"p_m",3
"5586",182,1175,"885","m",2019,0.040116679,"sp","p",6.456043956,1.8651716211169,"p_m",12
"5587",166.11,907,"885","m",2009,-0.5262,"sp","p",5.460237192,1.69767535603013,"p_m",2
"5588",179,1185,"885","m",2016,-1.286674769,"sum","p",6.620111732,1.89026329119679,"p_m",9
"5589",180,1225,"885","m",2017,-1.847409184,"sp","p",6.805555556,1.91788620013498,"p_m",10
"5590",181,1237,"885","m",2018,-2.288351023,"sp","p",6.834254144,1.92209365222057,"p_m",11
"5591",181,936,"886","m",2016,14.00336076,"sum","p",5.171270718,1.64331180254054,"p_m",9
"5592",184,1086,"886","m",2020,8.087601324,"sum","p",5.902173913,1.77549015762365,"p_m",13
"5593",182,1037,"886","m",2019,7.803607864,"sp","p",5.697802198,1.7402560120561,"p_m",12
"5594",180.06,1054,"886","m",2009,5.1036,"sp","p",5.853604354,1.76722842072717,"p_m",2
"5595",180.6,1090,"886","m",2010,4.388949148,"sp","p",6.035437431,1.79781400862435,"p_m",3
"5596",182,1180,"886","m",2017,2.527332,"sp","p",6.483516484,1.86941725585227,"p_m",10
"5597",164,940,"889","m",2023,3.119811739,"sp","p",5.731707317,1.74618790029441,"p_m",16
"5598",164,897,"889","m",2016,2.914946459,"sp","p",5.469512195,1.69937224916173,"p_m",9
"5599",162.74,818,"889","m",2009,1.1412,"sp","p",5.026422514,1.61490743011427,"p_m",2
"5600",162,898,"889","m",2017,-2.590956578,"sp","p",5.543209877,1.71275411777279,"p_m",10
"5601",162,895,"889","m",2012,-2.826651576,"sp","p",5.524691358,1.70940837224506,"p_m",5
"5602",155,747,"890","m",2009,-2.5802,"sp","p",4.819354839,1.57284754340263,"p_m",2
"5603",155.42,817,"890","m",2009,-6.701,"sum","p",5.256723716,1.65969817947258,"p_m",2
"5604",156,864,"890","m",2017,-6.796707683,"sp","p",5.538461538,1.71189730072856,"p_m",10
"5605",155.7,848,"890","m",2012,-8.594783624,"sum","p",5.446371227,1.6951331486403,"p_m",5
"5606",168,928,"891","m",2016,5.129453288,"sp","p",5.523809524,1.70924877151541,"p_m",9
"5607",168,871,"891","m",2019,3.142300159,"sp","p",5.18452381,1.6458708606869,"p_m",12
"5608",165,832,"891","m",2009,2.6088,"sp","p",5.042424242,1.61808526448192,"p_m",2
"5609",166,898,"891","m",2013,1.393840637,"sp","p",5.409638554,1.6883671180558,"p_m",6
"5610",168,949,"891","m",2018,0.48287559,"sp","p",5.648809524,1.7316218320237,"p_m",11
"5611",165.8,894,"891","m",2010,0.424823957,"sp","p",5.392038601,1.68510897394119,"p_m",3
"5612",168,929,"891","m",2021,-0.150876731,"sp","p",5.529761905,1.7103255827166,"p_m",14
"5613",167,938,"891","m",2017,-1.800316839,"sum","p",5.616766467,1.72593415911032,"p_m",10
"5614",150,761,"892","m",2015,-8.288338403,"sum","p",5.073333333,1.62419515334332,"p_m",8
"5615",169,936,"893","m",2023,8.395312294,"sp","p",5.538461538,1.71189730072856,"p_m",16
"5616",169,934,"893","m",2016,5.783873964,"sp","p",5.526627219,1.70975864913364,"p_m",9
"5617",171,911,"893","m",2013,5.669542561,"sp","p",5.32748538,1.6730670289386,"p_m",6
"5618",171,915,"893","m",2022,4.838777686,"sp","p",5.350877193,1.67744737656117,"p_m",15
"5619",172,929,"893","m",2015,4.596824613,"sum","p",5.401162791,1.68679939023662,"p_m",8
"5620",170,915,"893","m",2018,4.34475651,"sp","p",5.382352941,1.68331140328494,"p_m",11
"5621",170,922,"893","m",2017,4.142514791,"sp","p",5.423529412,1.69093115133222,"p_m",10
"5622",170,920,"893","m",2018,4.070950492,"sp","p",5.411764706,1.68875999855305,"p_m",11
"5623",170,920,"893","m",2022,3.955745502,"sum","p",5.411764706,1.68875999855305,"p_m",15
"5624",168,863,"893","m",2019,3.592357619,"sp","p",5.136904762,1.63664536250967,"p_m",12
"5625",167.71,873,"893","m",2009,2.9982,"sp","p",5.205414108,1.64989134778077,"p_m",2
"5626",170,920,"893","m",2021,2.334162387,"sp","p",5.411764706,1.68875999855305,"p_m",14
"5627",171,976,"893","m",2023,2.102877142,"sum","p",5.707602339,1.74197421945012,"p_m",16
"5628",169.1,908,"893","m",2012,1.585012002,"sum","p",5.369603785,1.68094033888553,"p_m",5
"5629",170.5,940,"893","m",2011,1.283210119,"sum","p",5.513196481,1.70732594508247,"p_m",4
"5630",168,924,"893","m",2010,0.96627169,"sp","p",5.5,1.70492989389332,"p_m",3
"5631",169,961,"893","m",2020,-0.462787246,"sum","p",5.686390533,1.73825153714679,"p_m",13
"5632",166.5,889,"893","m",2011,-0.481184776,"sp","p",5.339339339,1.67528919758232,"p_m",4
"5633",163.4,860,"894","m",2009,-0.576,"sp","p",5.263157895,1.66092118882393,"p_m",2
"5634",164,960,"894","m",2016,-0.713636437,"sp","p",5.853658537,1.76723767545149,"p_m",9
"5635",166,945,"894","m",2016,-1.477001967,"sum","p",5.692771084,1.73937278502696,"p_m",9
"5636",165,985,"894","m",2022,-4.9653047,"sp","p",5.96969697,1.78686366598393,"p_m",15
"5637",161.15,726,"895","m",2009,4.7584,"sp","p",4.505119454,1.50543635164535,"p_m",2
"5638",163.76,779,"895","m",2009,3.653,"sum","p",4.756961407,1.5598193006667,"p_m",2
"5639",164.72,818,"895","m",2010,3.546489699,"sp","p",4.966002914,1.60281662279708,"p_m",3
"5640",166.3,824,"895","m",2011,2.955478266,"sp","p",4.954900782,1.60057894379249,"p_m",4
"5641",167,808,"896","m",2019,5.686502656,"sp","p",4.838323353,1.576774907856,"p_m",12
"5642",168,890,"896","m",2021,1.950959447,"sp","p",5.297619048,1.66744622962608,"p_m",14
"5643",162,818,"896","m",2017,1.630805528,"sp","p",5.049382716,1.61946402576224,"p_m",10
"5644",160.4,816,"897","m",2009,-1.0856,"sp","p",5.087281796,1.62694020893812,"p_m",2
"5645",160,940,"897","m",2016,-3.561705359,"sp","p",5.875,1.77087625831163,"p_m",9
"5646",162,896,"897","m",2020,-4.108989302,"sum","p",5.530864198,1.71052486505579,"p_m",13
"5647",158.5,870,"897","m",2012,-4.922281527,"sp","p",5.488958991,1.70292078573033,"p_m",5
"5648",161,931,"897","m",2022,-6.030726859,"sp","p",5.782608696,1.7550278297325,"p_m",15
"5649",162,942,"897","m",2015,-6.108490153,"sum","p",5.814814815,1.76058089911219,"p_m",8
"5650",157.7,834,"897","m",2011,-6.204008356,"sp","p",5.288522511,1.66572797922541,"p_m",4
"5651",159,917,"897","m",2017,-6.593625078,"sp","p",5.767295597,1.75237664641571,"p_m",10
"5652",161,951,"897","m",2018,-6.626646817,"sp","p",5.906832298,1.77627897868738,"p_m",11
"5653",159.9,930,"897","m",2010,-7.465438763,"sp","p",5.816135084,1.76080788693852,"p_m",3
"5654",192,1152,"898","m",2009,11.4968,"sp","p",6,1.79192612200738,"p_m",2
"5655",189,1238,"898","m",2011,3.911919632,"sum","p",6.55026455,1.87965809208197,"p_m",4
"5656",190,1304,"898","m",2022,3.821370736,"sum","p",6.863157895,1.9263133652719,"p_m",15
"5657",190,1258,"898","m",2017,3.678402286,"sum","p",6.621052632,1.89040538714542,"p_m",10
"5658",191.8,1271,"898","m",2011,3.446426272,"sp","p",6.626694473,1.89125700209267,"p_m",4
"5659",192,1350,"898","m",2016,2.90667518,"sum","p",7.03125,1.95050671151429,"p_m",9
"5660",194.4,1377,"898","m",2015,2.690592656,"sum","p",7.083333333,1.95788577316139,"p_m",8
"5661",190.56,1314,"898","m",2009,2.098,"sum","p",6.895465995,1.9310091057593,"p_m",2
"5662",192,1334,"898","m",2011,1.799020683,"sum","p",6.947916667,1.93858577217509,"p_m",4
"5663",191,1308,"898","m",2019,1.557911407,"sp","p",6.848167539,1.92412711773583,"p_m",12
"5664",191,1350.9,"898","m",2013,1.160409975,"sp","p",7.072774869,1.95639426514256,"p_m",6
"5665",189.8,1302,"898","m",2012,1.139003279,"sum","p",6.859852476,1.92583170165569,"p_m",5
"5666",192,1378,"898","m",2013,0.650527063,"sp","p",7.177083333,1.97103240215928,"p_m",6
"5667",191,1374,"898","m",2018,0.453436643,"sum","p",7.193717277,1.9733470451962,"p_m",11
"5668",192,1416,"898","m",2023,-0.340017731,"sum","p",7.375,1.99823148625429,"p_m",16
"5669",192,1392,"898","m",2012,-0.745528146,"sp","p",7.25,1.98113939038946,"p_m",5
"5670",190,1349,"898","m",2021,-0.786035572,"sp","p",7.1,1.96023561919996,"p_m",14
"5671",191,1412,"898","m",2014,-3.937710419,"sum","p",7.392670157,2.00062424997112,"p_m",7
"5672",159.4,649,"899","m",2010,7.569667468,"sp","p",4.071518193,1.40426152876463,"p_m",3
"5673",159.1,813,"899","m",2009,-2.2158,"sp","p",5.109993715,1.63139385008474,"p_m",2
"5674",159,906,"899","m",2016,-2.603422526,"sp","p",5.698113208,1.7403105851932,"p_m",9
"5675",160,882,"899","m",2016,-4.114462856,"sum","p",5.5125,1.7071996302166,"p_m",9
"5676",158,833,"899","m",2017,-5.051146553,"sum","p",5.272151899,1.66262826707444,"p_m",10
"5677",158,878,"899","m",2018,-5.223403681,"sum","p",5.556962025,1.71523149880327,"p_m",11
"5678",159,909,"899","m",2022,-6.835158109,"sp","p",5.716981132,1.74361579413952,"p_m",15
"5679",159,902,"899","m",2015,-6.938290872,"sum","p",5.672955975,1.73588657728007,"p_m",8
"5680",158,884,"899","m",2021,-7.725681141,"sp","p",5.594936709,1.72204074669639,"p_m",14
"5681",157.2,888,"899","m",2011,-9.24730295,"sum","p",5.648854962,1.73162987438638,"p_m",4
"5682",176.3,812,"900","m",2009,15.0408,"sp","p",4.605785593,1.52753034547422,"p_m",2
"5683",175,1047,"900","m",2021,2.391345811,"sum","p",5.982857143,1.78906536722544,"p_m",14
"5684",178,1072,"900","m",2011,1.752974065,"sum","p",6.02247191,1.79566382231222,"p_m",4
"5685",178,1090,"900","m",2021,1.17231238,"sp","p",6.123595506,1.81231271441333,"p_m",14
"5686",176.2,1052,"900","m",2011,1.018161346,"sum","p",5.970488082,1.78699615631091,"p_m",4
"5687",179.5,1115,"900","m",2011,0.96282141,"sum","p",6.211699164,1.82659544950043,"p_m",4
"5688",178.16,1104,"900","m",2009,0.828,"sum","p",6.196677144,1.82417456765708,"p_m",2
"5689",179,1170,"900","m",2018,-0.3088122,"sum","p",6.536312849,1.87752620167726,"p_m",11
"5690",180.7,1192,"900","m",2015,-0.972235665,"sum","p",6.596568899,1.88670123253899,"p_m",8
"5691",177,1202,"900","m",2016,-1.652002483,"sp","p",6.790960452,1.91573962625947,"p_m",9
"5692",178.82,1178,"900","m",2010,-2.256137501,"sp","p",6.587630019,1.88534543904234,"p_m",3
"5693",179.4,1197,"900","m",2012,-2.391441765,"sp","p",6.672240803,1.89810561943852,"p_m",5
"5694",176,1150,"900","m",2020,-3.214599728,"sum","p",6.534090909,1.87718625807354,"p_m",13
"5695",175,1162,"900","m",2017,-3.522771526,"sp","p",6.64,1.89326255455858,"p_m",10
"5696",177,1152,"900","m",2019,-3.665968124,"sp","p",6.508474576,1.87325874267137,"p_m",12
"5697",176,1185,"900","m",2012,-5.117344142,"sp","p",6.732954545,1.90716257064185,"p_m",5
"5698",175.1,1170,"900","m",2011,-7.602758848,"sp","p",6.681896059,1.89955143536294,"p_m",4
"5699",171,996,"901","m",2018,0.909099025,"sp","p",5.824561404,1.76225537317677,"p_m",11
"5700",166.71,903,"901","m",2009,0.3002,"sp","p",5.416591686,1.68965137832762,"p_m",2
"5701",168,957,"901","m",2013,0.106641677,"sp","p",5.696428571,1.74001494515696,"p_m",6
"5702",172,1057,"901","m",2021,-1.161882379,"sum","p",6.145348837,1.81585822047703,"p_m",14
"5703",170,1028,"901","m",2016,-1.907013811,"sum","p",6.047058824,1.79973736502041,"p_m",9
"5704",174.18,887,"902","f",2009,8.6758,"sp","p",5.092433115,1.62795208551973,"p_f",2
"5705",173.9,894,"902","f",2011,7.824882968,"sp","p",5.140885566,1.63741985383137,"p_f",4
"5706",160.78,942,"903","f",2009,-7.8372,"sp","p",5.858937679,1.76813896854943,"p_f",2
